Month,PR Number,Order Date,Vendor,Product Name,Variant,SKU Suffix,SKU,Qty
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Mr. Pet Carrier Bag – Stylish, Secure Travel Gear for Pet Moms","Default Title","MRPET","TH-106-MRPET",5
"May 2026","PR-0017","2026-05-22","Yancal International","Muffin Cave | Cozy Pet Hideout Bed for Cats & Small Dogs","Default Title","MUFFINCAVE","TH-177-MUFFINCAVE",7
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","My Cat Runs the Schedule T-Shirt – Oversized Cotton Wear for Cat Parents","S","CATSCHEDULETSHIRT-S","TH-361-CATSCHEDULETSHIRT-S",9
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","My Cat Runs the Schedule T-Shirt – Oversized Cotton Wear for Cat Parents","S","CATSCHEDULETSHIRT-S","TH-361-CATSCHEDULETSHIRT-S",4
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","My Cat Runs the Schedule T-Shirt – Oversized Cotton Wear for Cat Parents","S","CATSCHEDULETSHIRT-S","TH-361-CATSCHEDULETSHIRT-S",7
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","My Cat Runs the Schedule T-Shirt – Oversized Cotton Wear for Cat Parents","S","CATSCHEDULETSHIRT-S","TH-361-CATSCHEDULETSHIRT-S",8
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","My Cat Runs the Schedule T-Shirt – Oversized Cotton Wear for Cat Parents","S","CATSCHEDULETSHIRT-S","TH-361-CATSCHEDULETSHIRT-S",6
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","My Cat Runs the Schedule T-Shirt – Oversized Cotton Wear for Cat Parents","S","CATSCHEDULETSHIRT-S","TH-361-CATSCHEDULETSHIRT-S",8
"May 2026","PR-0044","2026-05-22","Lavante Fashion","My Therapist Hoodie | Unisex Statement Comfortwear for Pet Parents","White × XS","MYTHERAPISTHOODIE-XS-WHITE","TH-263-MYTHERAPISTHOODIE-XS-WHITE",4
"May 2026","PR-0044","2026-05-22","Lavante Fashion","My Therapist Hoodie | Unisex Statement Comfortwear for Pet Parents","White × S","MYTHERAPISTHOODIE-S-WHITE","TH-263-MYTHERAPISTHOODIE-S-WHITE",3
"May 2026","PR-0044","2026-05-22","Lavante Fashion","My Therapist Hoodie | Unisex Statement Comfortwear for Pet Parents","White × M","MYTHERAPISTHOODIE-M-WHITE","TH-263-MYTHERAPISTHOODIE-M-WHITE",7
"May 2026","PR-0044","2026-05-22","Lavante Fashion","My Therapist Hoodie | Unisex Statement Comfortwear for Pet Parents","White × L","MYTHERAPISTHOODIE-L-WHITE","TH-263-MYTHERAPISTHOODIE-L-WHITE",4
"May 2026","PR-0044","2026-05-22","Lavante Fashion","My Therapist Hoodie | Unisex Statement Comfortwear for Pet Parents","White × XL","MYTHERAPISTHOODIE-XL-WHITE","TH-263-MYTHERAPISTHOODIE-XL-WHITE",5
"May 2026","PR-0044","2026-05-22","Lavante Fashion","My Therapist Hoodie | Unisex Statement Comfortwear for Pet Parents","Beige × XS","MYTHERAPISTHOODIE-XS-BEIGE","TH-263-MYTHERAPISTHOODIE-XS-BEIGE",3
"May 2026","PR-0044","2026-05-22","Lavante Fashion","My Therapist Hoodie | Unisex Statement Comfortwear for Pet Parents","Beige × L","MYTHERAPISTHOODIE-L-BEIGE","TH-263-MYTHERAPISTHOODIE-L-BEIGE",3
"May 2026","PR-0044","2026-05-22","Lavante Fashion","My Therapist Hoodie | Unisex Statement Comfortwear for Pet Parents","Beige × M","MYTHERAPISTHOODIE-M-BEIGE","TH-263-MYTHERAPISTHOODIE-M-BEIGE",6
"May 2026","PR-0044","2026-05-22","Lavante Fashion","My Therapist Hoodie | Unisex Statement Comfortwear for Pet Parents","Beige × S","MYTHERAPISTHOODIE-S-BEIGE","TH-263-MYTHERAPISTHOODIE-S-BEIGE",4
"May 2026","PR-0044","2026-05-22","Lavante Fashion","My Therapist Hoodie | Unisex Statement Comfortwear for Pet Parents","Beige × XL","MYTHERAPISTHOODIE-XL-BEIGE","TH-263-MYTHERAPISTHOODIE-XL-BEIGE",2
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Mysa Tilt Bowl – Tilted Ceramic Feeding Bowl for Cats","Default Title","MYSABOWL","TH-335-MYSABOWL",15
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","NapDen Donut Bed | Stress-Relief Pet Bed | Safe for All Skin Types","S","NAPDEN-S","TH-075-NAPDEN-S",22
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","NapDen Donut Bed | Stress-Relief Pet Bed | Safe for All Skin Types","M","NAPDEN-M","TH-075-NAPDEN-M",20
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","NapDen Donut Bed | Stress-Relief Pet Bed | Safe for All Skin Types","L","NAPDEN-L","TH-075-NAPDEN-L",16
"May 2026","PR-0053","2026-05-23","Sonu Sharma","Neem & Tea Tree oil (Lable)","Default Title","LABLE 3","LABLE 3",55
"May 2026","PR-0064","2026-05-30","Drontika India","Neem & Tea Tree Oil Shampoo | Dog Shampoo with Nature's Antibacterial Formula","Default Title","NTTOSH","TH-003-NTTOSH",51
"May 2026","PR-0064","2026-05-30","Drontika India","Neem & Tea Tree Oil Shampoo | Dog Shampoo with Nature's Antibacterial Formula","Default Title","NTTOSH","TH-003-NTTOSH",53
"May 2026","PR-0028","2026-05-22","Drontika India","Neem & Tea Tree Oil Shampoo | Dog Shampoo with Nature's Antibacterial Formula","Default Title","NTTOSH","TH-003-NTTOSH",17
"May 2026","PR-0042","2026-05-22","Greeniecan India","Neem Wood Beard Comb - Handcrafted","Default Title","COMB","MNM-015-COMB",84
"May 2026","PR-0042","2026-05-22","Greeniecan India","Neem Wood Beard Comb - Handcrafted","Default Title","COMB","MNM-015-COMB",86
"May 2026","PR-0035","2026-05-22","District99","NERO","Default Title","NERO","URTH-O05-NERO",5
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","NibblePlay Feeder Cat Toy | Play, Engage & Feed in One Fun Product","Default Title","PLAYFEEDER","TH-048-PLAYFEEDER",2
"May 2026","PR-0028","2026-05-22","Drontika India","No-Rinse Pet Hygiene Spray – Waterless Daily Cleaning Solution for Dogs & Cats with Germ Protection (200 ml)","Default Title","HYGIENESPRAY","TH-088-HYGIENESPRAY",60
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Oathkeeper Spike Harness – Soft Premium Leather | Silver Rivet Design | Adjustable & Secure Fit","Default Title","OATHKEEPER","TH-099-OATHKEEPER",17
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","OdourShield Litter Box | Hygienic, Odour-Free & Easy to Clean","Default Title","ODOURSHIELD","TH-079-ODOURSHIELD",2
"May 2026","PR-0035","2026-05-22","District99","ODYSSEY","Default Title","ODYSSEY","URTH-007-ODYSSEY",1
"May 2026","PR-0035","2026-05-22","District99","ONYX","Default Title","ONYX","URTH-004-ONYX",5
"May 2026","PR-0016","2026-05-22","Shree Radhe International","Opal Detangler | Clean Surfaces Instantly | Three Cleaning Modes","Default Title","DETANGLER","TH-134-DETANGLER",2
"May 2026","PR-0032","2026-05-22","Scoobe Pets Products","OralEase Chew Toy | Cleans Teeth, Massages Gums for Dogs & Cats","Default Title","ORALEASECHEWTOY","TH-291-ORALEASECHEWTOY",1
"May 2026","PR-0004","2026-05-19","Adil Handicrafts","Orbit Dining Table by Pawpourri | Ergonomic Design | Dual Bowls | Minimalist Wooden Diner","Default Title","DININGTABLE","TH-138-DININGTABLE",12
"May 2026","PR-0035","2026-05-22","District99","ORIS","Default Title","ORIS","URTH-003-ORIS",5
"May 2026","PR-0016","2026-05-22","Shree Radhe International","PalmPerfect Gloves - Tilting Heads","Default Title","PPGLO","TH-011-PPGLO",6
"May 2026","PR-0021","2026-05-22","Vedimatic Gram Udyog","Paw Balm - Triple Butter Formula for Dogs & Cats | Lick Safe Paw Balm for Cracked & Dry Paws and Nose | Heals, Repairs & Moisturizes Paws, Elbows & Dry Itchy Nose (50 gms)","Default Title","PAWBALM","TH-110-PAWBALM",59
"May 2026","PR-0054","2026-05-23","Khadi Pure Gramodyog","paw cleanser","Default Title","PAWCLESH","TH-013-PAWCLESH",300
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","Paw Cleanser – Daily Paw Cleaning Cup | 500ml |  Pet Paw Cleaning Solution for Dogs & Cats, Removes Dirt & Debris, Gentle & Safe Formula | Made for Daily Use After Every Walk","S","PAWCLESH-S","TH-013-PAWCLESH-S",12
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","Paw Cleanser – Daily Paw Cleaning Cup | 500ml |  Pet Paw Cleaning Solution for Dogs & Cats, Removes Dirt & Debris, Gentle & Safe Formula | Made for Daily Use After Every Walk","L","PAWCLESH-L","TH-013-PAWCLESH-L",19
"May 2026","PR-0028","2026-05-22","Drontika India","Paw Cleanser – Daily Paw Cleaning Cup | 500ml |  Pet Paw Cleaning Solution for Dogs & Cats, Removes Dirt & Debris, Gentle & Safe Formula | Made for Daily Use After Every Walk","S","PAWCLESH-S","TH-013-PAWCLESH-S",98
"May 2026","PR-0053","2026-05-23","Sonu Sharma","Paw Cleanser Lable","Default Title","LABLE 2","LABLE 2",320
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","PawTech Cleaner– Electric Pet Paw Cleaning Device with Tilting Heads Paw Cleanser 500ml","Gray","PAWTECH-GRAY","TH-336-PAWTECH-GRAY",3
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","PawTech Cleaner– Electric Pet Paw Cleaning Device with Tilting Heads Paw Cleanser 500ml","Blue","PAWTECH-BLUE","TH-336-PAWTECH-BLUE",4
"May 2026","PR-0005","2026-05-21","Chinmayo Sahoo","PawTech Cleaner– Electric Pet Paw Cleaning Device with Tilting Heads Paw Cleanser 500ml","Blue","PAWTECH-BLUE","TH-336-PAWTECH-BLUE",100
"May 2026","PR-0005","2026-05-21","Chinmayo Sahoo","PawTech Cleaner– Electric Pet Paw Cleaning Device with Tilting Heads Paw Cleanser 500ml","Gray","PAWTECH-GRAY","TH-336-PAWTECH-GRAY",200
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","Persona Jacket | Winter Comfort Tailored to Your Pet’s Unique Personality | Denim Look | Soft Puffer Lining","Socially Selective × XS","WINTERDRIPJACKET-1-XS","TH-210-WINTERDRIPJACKET-1-XS",18
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","Persona Jacket | Winter Comfort Tailored to Your Pet’s Unique Personality | Denim Look | Soft Puffer Lining","Socially Selective × S","WINTERDRIPJACKET-1-S","TH-210-WINTERDRIPJACKET-1-S",14
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","Persona Jacket | Winter Comfort Tailored to Your Pet’s Unique Personality | Denim Look | Soft Puffer Lining","Socially Selective × M","WINTERDRIPJACKET-1-M","TH-210-WINTERDRIPJACKET-1-M",18
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","Persona Jacket | Winter Comfort Tailored to Your Pet’s Unique Personality | Denim Look | Soft Puffer Lining","Socially Selective × L","WINTERDRIPJACKET-1-L","TH-210-WINTERDRIPJACKET-1-L",14
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","Persona Jacket | Winter Comfort Tailored to Your Pet’s Unique Personality | Denim Look | Soft Puffer Lining","Socially Selective × XL","WINTERDRIPJACKET-1-XL","TH-210-WINTERDRIPJACKET-1-XL",16
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","Persona Jacket | Winter Comfort Tailored to Your Pet’s Unique Personality | Denim Look | Soft Puffer Lining","Socially Selective × XXL","WINTERDRIPJACKET-1-XXL","TH-210-WINTERDRIPJACKET-1-XXL",6
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Pet Leg Supporter | Gentle Lift & Mobility Support for Dogs","S","PETLEGSUPPORTER-S","TH-292-PETLEGSUPPORTER-S",1
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Pet Leg Supporter | Gentle Lift & Mobility Support for Dogs","M","PETLEGSUPPORTER-M","TH-292-PETLEGSUPPORTER-M",5
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Pet Leg Supporter | Gentle Lift & Mobility Support for Dogs","L","PETLEGSUPPORTER-L","TH-292-PETLEGSUPPORTER-L",3
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Pet Leg Supporter | Gentle Lift & Mobility Support for Dogs","XL","PETLEGSUPPORTER-XL","TH-292-PETLEGSUPPORTER-XL",2
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","PetCore Satchel | With Matching Leash | Their Own Backpack | Easy Walk Control","Blue × S","PETCORESATCHEL-S-SKYBLUE","TH-262-PETCORESATCHEL-S-SKYBLUE",3
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","PetCore Satchel | With Matching Leash | Their Own Backpack | Easy Walk Control","Blue × M","PETCORESATCHEL-M-SKYBLUE","TH-262-PETCORESATCHEL-M-SKYBLUE",3
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","PetCore Satchel | With Matching Leash | Their Own Backpack | Easy Walk Control","Yellow × S","PETCORESATCHEL-S-YELLOW","TH-262-PETCORESATCHEL-S-YELLOW",4
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","PetCore Satchel | With Matching Leash | Their Own Backpack | Easy Walk Control","Yellow × M","PETCORESATCHEL-M-YELLOW","TH-262-PETCORESATCHEL-M-YELLOW",3
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","PetCore Satchel | With Matching Leash | Their Own Backpack | Easy Walk Control","Green × S","PETCORESATCHEL-S-GREEN","TH-262-PETCORESATCHEL-S-GREEN",3
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","PetCore Satchel | With Matching Leash | Their Own Backpack | Easy Walk Control","Green × M","PETCORESATCHEL-M-GREEN","TH-262-PETCORESATCHEL-M-GREEN",3
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","PetCore Satchel | With Matching Leash | Their Own Backpack | Easy Walk Control","Orange × S","PETCORESATCHEL-S-ORANGE","TH-262-PETCORESATCHEL-S-ORANGE",4
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","PetCore Satchel | With Matching Leash | Their Own Backpack | Easy Walk Control","Orange × M","PETCORESATCHEL-M-ORANGE","TH-262-PETCORESATCHEL-M-ORANGE",3
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Plume Bed – Ultra-Soft Calming Bed for Cats & Small Pets","Default Title","PLUMEBED","TH-275-PLUMEBED",8
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","PocketPup Tote Bag - Travel Ready Breathable Tote for Small Pets up to 6.5 kg","Yellow","TOTE-Y","TH-054-TOTE-Y",23
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","PocketPup Tote Bag - Travel Ready Breathable Tote for Small Pets up to 6.5 kg","Yellow","TOTE-Y","TH-054-TOTE-Y",12
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","PocketPup Tote Bag - Travel Ready Breathable Tote for Small Pets up to 6.5 kg","Yellow","TOTE-Y","TH-054-TOTE-Y",95
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","PoopScoop Buddy – Smarter Cleanups for Everyday Walks","Default Title","SCOOP","TH-066-SCOOP",1
"May 2026","PR-0032","2026-05-22","Scoobe Pets Products","PoopScoop Buddy – Smarter Cleanups for Everyday Walks","Default Title","SCOOP","TH-066-SCOOP",3
"May 2026","PR-0041","2026-05-22","Anand Surgical Industries","Precision Hair Plucker – Stainless Steel Grooming Tool for Perfect Hair Removal","Default Title","PHP","MNM-014-PHP",26
"May 2026","PR-0014","2026-05-22","Pupscribe Enterprises Pvt Ltd","PupIQ Playboard | Smart Puzzle Toy | Boredom-Free Play","Default Title","PUPIQPLAYBOARD","TH-171-PUPIQPLAYBOARD",6
"May 2026","PR-0027","2026-05-22","Kara Creations","PupLennon Shades for Pets – Stylish UV Protection Sunglasses","Default Title","LENNONSHADES","TH-140-LENNONSHADES",6
"May 2026","PR-0016","2026-05-22","Shree Radhe International","PupTidy Poop Bags – Water Resistant Dog Waste Bags for Daily Walks","Default Title","PTBAG","TH-046-PTBAG",8
"May 2026","PR-0027","2026-05-22","Kara Creations","PureSip Fountain | LED Flow | Filtered Hydration for Small Pets","Default Title","PURESIP","TH-366-PURESIP",18
"May 2026","PR-0062","2026-05-27","Pet Craft Pvt Ltd","Purr Den Cat Scratcher – Scratch, Play & Lounge in One Cozy Hideout","Default Title","PURRSCRATCHER","TH-352-PURRSCRATCHER",5
"May 2026","PR-0036","2026-05-22","ABK IMPORTS","PushPop Treat Tumbler – Interactive Treat Dispensing Toy for Dogs","Default Title","TREATTUMBLER","TH-320-TREATTUMBLER",4
"May 2026","PR-0062","2026-05-27","Pet Craft Pvt Ltd","Quad Spin Scratcher – Interactive Scratching & Rolling Play Toy for Cats","Default Title","QUADSCRATCHER","TH-316-QUADSCRATCHER",5
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","White × 10","RANGREADYTEE-10-WHITE","TH-341-RANGREADYTEE-10-WHITE",2
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","White × 12","RANGREADYTEE-12-WHITE","TH-341-RANGREADYTEE-12-WHITE",4
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","White × 14","RANGREADYTEE-14-WHITE","TH-341-RANGREADYTEE-14-WHITE",2
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","White × 16","RANGREADYTEE-16-WHITE","TH-341-RANGREADYTEE-16-WHITE",1
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","White × 18","RANGREADYTEE-18-WHITE","TH-341-RANGREADYTEE-18-WHITE",3
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","White × 20","RANGREADYTEE-20-WHITE","TH-341-RANGREADYTEE-20-WHITE",3
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","White × 22","RANGREADYTEE-22-WHITE","TH-341-RANGREADYTEE-22-WHITE",3
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","White × 24","RANGREADYTEE-24-WHITE","TH-341-RANGREADYTEE-24-WHITE",3
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","White × 26","RANGREADYTEE-26-WHITE","TH-341-RANGREADYTEE-26-WHITE",3
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","White × 28","RANGREADYTEE-28-WHITE","TH-341-RANGREADYTEE-28-WHITE",3
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","White × 30","RANGREADYTEE-30-WHITE","TH-341-RANGREADYTEE-30-WHITE",3
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","Red × 10","RANGREADYTEE-10-RED","TH-341-RANGREADYTEE-10-RED",3
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","Red × 12","RANGREADYTEE-12-RED","TH-341-RANGREADYTEE-12-RED",3
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","Red × 14","RANGREADYTEE-14-RED","TH-341-RANGREADYTEE-14-RED",3
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","Red × 16","RANGREADYTEE-16-RED","TH-341-RANGREADYTEE-16-RED",3
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","Red × 18","RANGREADYTEE-18-RED","TH-341-RANGREADYTEE-18-RED",4
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","Red × 20","RANGREADYTEE-20-RED","TH-341-RANGREADYTEE-20-RED",2
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","Red × 22","RANGREADYTEE-22-RED","TH-341-RANGREADYTEE-22-RED",4
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","Red × 24","RANGREADYTEE-24-RED","TH-341-RANGREADYTEE-24-RED",3
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","Red × 26","RANGREADYTEE-26-RED","TH-341-RANGREADYTEE-26-RED",5
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","Red × 28","RANGREADYTEE-28-RED","TH-341-RANGREADYTEE-28-RED",2
"May 2026","PR-0023","2026-05-22","M/S Zorba International","RangReady Tee – Holi Cotton Hosiery Blend T-Shirt for Pets","Red × 30","RANGREADYTEE-30-RED","TH-341-RANGREADYTEE-30-RED",4
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","RippleDisc | Floatable Squeaky Toy | Keeps Dogs Entertained","S","RIPPLEDISC-S","TH-133-RIPPLEDISC-S",10
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","RippleDisc | Floatable Squeaky Toy | Keeps Dogs Entertained","L","RIPPLEDISC-L","TH-133-RIPPLEDISC-L",5
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","RoyalGlow Lehenga | Festive Outfit for Pets","XS","ROYALLEHENGA-XS","TH-162-ROYALLEHENGA-XS",4
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","RoyalGlow Lehenga | Festive Outfit for Pets","S","ROYALLEHENGA-S","TH-162-ROYALLEHENGA-S",3
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","RoyalGlow Lehenga | Festive Outfit for Pets","M","ROYALLEHENGA-M","TH-162-ROYALLEHENGA-M",5
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","RoyalGlow Lehenga | Festive Outfit for Pets","L","ROYALLEHENGA-L","TH-162-ROYALLEHENGA-L",5
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","RoyalGlow Lehenga | Festive Outfit for Pets","XL","ROYALLEHENGA-XL","TH-162-ROYALLEHENGA-XL",4
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","RoyalGlow Lehenga | Festive Outfit for Pets","XXL","ROYALLEHENGA-XXL","TH-162-ROYALLEHENGA-XXL",5
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","RoyalGlow Lehenga | Festive Outfit for Pets","XXL","ROYALLEHENGA-XXL","TH-162-ROYALLEHENGA-XXL",5
"May 2026","PR-0015","2026-05-22","Reelay Ecommerce","SanctiCare Heat Wrap — Reusable Protection for Dogs in Heat | Includes 3 Absorbent Pads","L","SANCTICAREWRAP-L","TH-351-SANCTICAREWRAP-L",3
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","Scarlet Bell Collar – Handcrafted Woven Collar for Pets","M","SCARLETCOLLAR-M","TH-308-SCARLETCOLLAR-M",5
"May 2026","PR-0066","2026-05-19","Shree Radhe International","Scratchet Mat – Fun, Anti-Slip & Safe Cat Scratching Spot","Default Title","SCRATCHMAT","TH-178-SCRATCHMAT",20
"May 2026","PR-0062","2026-05-27","Pet Craft Pvt Ltd","ScratchSpire – Smart Scratch Board for Active Cats & Furniture Protection","Default Title","SCRATCHSPIRE","TH-235-SCRATCHSPIRE",5
"May 2026","PR-0011","2026-05-22","Kiyo International","SereniTouch Pet Massager | Stress Relief | Comfort Anywhere","Default Title","MASSAGER","TH-135-MASSAGER",7
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Shedaway Comb | Dual - Width Stainless Steel Grooming Comb","M","SHEDCO-1","TH-034-SHEDCO-1",4
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Shedaway Comb | Dual - Width Stainless Steel Grooming Comb","M","SHEDCO-1","TH-034-SHEDCO-1",4
"May 2026","PR-0027","2026-05-22","Kara Creations","SipEase Pot – Travel Friendly Pet Water Bottle with Drinking Bowl","Default Title","SIPEASE","TH-067-SIPEASE",3
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","SipMate Pro | 3-in-1 Walk Bottle for Hydration & Cleanup","Default Title","SIPMATEPRO","TH-270-SIPMATEPRO",121
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","SipMate Water Bottle – Leak Proof Portable Travel Bottle with Built-In Bowl","500ml","SIPBOT-M","TH-016-SIPBOT-M",46
"May 2026","PR-0064","2026-05-30","Drontika India","Skin Microbiome Shampoo | Dog & Cat Shampoo for Balanced Skin","Default Title","SKMISH","TH-002-SKMISH",53
"May 2026","PR-0028","2026-05-22","Drontika India","Skin Microbiome Shampoo | Dog & Cat Shampoo for Balanced Skin","Default Title","SKMISH","TH-002-SKMISH",244
"May 2026","PR-0016","2026-05-22","Shree Radhe International","SleekSpritz Brush – The 2-in-1 Mist Grooming Tool for Softer, Shed-Free Coats","Default Title","SLEEKBRUSH","TH-248-SLEEKBRUSH",9
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","SlowSwirl Feeder | Healthy Eating | Slows Mealtime | Easy to Use","Default Title","SWIRLFEEDER","TH-130-SWIRLFEEDER",1
"May 2026","PR-0029","2026-05-22","Entout Co.","SmartSip Fountain for Cats | Continuous Water Flow | Electric Powered","Default Title","SMARTSIP","TH-073-SMARTSIP",21
"May 2026","PR-0032","2026-05-22","Scoobe Pets Products","SnapCase | Foldable Pet Carrier – Safe, Airy & Travel-Ready Comfort","Default Title","SNAPCASECARRIER","TH-224-SNAPCASECARRIER",1
"May 2026","PR-0009","2026-05-22","Cature Shield Pvt Ltd","SnapClean Poop Scooper | No-Touch, Hygienic & Effortless Cleanup for Dogs","Default Title","POOPSCOOPER","TH-255-POOPSCOOPER",6
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Snout Gaurd | Safe & Breathable Muzzle for Dogs","S","SNOG-S","TH-033-SNOG-S",4
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Snout Gaurd | Safe & Breathable Muzzle for Dogs","M","SNOG-M","TH-033-SNOG-M",1
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Snout Guard Pro | Comfortable | Adjustable | Durable Muzzle","S","SNOUTPRO-S","TH-105-SNOUTPRO-S",6
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Snout Guard Pro | Comfortable | Adjustable | Durable Muzzle","M","SNOUTPRO-M","TH-105-SNOUTPRO-M",6
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Snout Guard Pro | Comfortable | Adjustable | Durable Muzzle","L","SNOUTPRO-L","TH-105-SNOUTPRO-L",6
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Snout Guard Pro | Comfortable | Adjustable | Durable Muzzle","XL","SNOUTPRO-XL","TH-105-SNOUTPRO-XL",6
